,name,co_type,co_hq,No_employee,ratings,reviews,year_old
907,Tata AutoComp Sy...,Public,"Pune,Maharashtra + 19 more",1k-5k Employees (India),4.0,1.1k,24 years old
908,Tata Advanced Sy...,Private,"Hyderabad/Secunderabad,Telangana + 16 more",1k-5k Employees (India),3.8,517,15 years old
909,HT Media,Public,"Delhi/NCR,Delhi + 36 more",1k-5k Employees (India),3.8,709,98 years old
910,Parekh Integrate...,Private,"Mumbai,Maharashtra + 65 more",1k-5k Employees (India),4.2,516,41 years old
911,Provana,Private,"Lisle,Illinois + 3 more",501-1k Employees (India),4.0,515,11 years old
912,Visionet Systems,Private,"Cranbury,New Jersey + 7 more",1k-5k Employees (India),3.4,513,27 years old
913,Softenger,Private,"Pune,Maharashtra + 22 more",501-1k Employees (India),4.3,512,23 years old
914,The Lalit,Private,New Delhi + 28 more,1k-5k Employees (India),4.0,512,41 years old
915,HCL Comnet,Noida + 38 more,,,3.9,512,
916,Canara Bank,Public,"Bangalore/Bengaluru,Karnataka + 106 more",50k-1 Lakh Employees (India),3.7,1.8k,116 years old
917,Everest Industri...,Public,"Noida,Uttar Pradesh + 57 more",1k-5k Employees (India),4.2,509,88 years old
918,Patra Corporatio...,Private,"El Dorado Hills,California + 9 more",1k-5k Employees (India),3.8,508,17 years old
919,R Systems Intern...,Public,"Folsom,California + 11 more",1k-5k Employees (India),3.7,508,29 years old
920,QualityKiosk Tec...,Private,"Mumbai,Maharashtra + 11 more",1k-5k Employees (India),3.9,507,22 years old
921,Meril Life Scien...,Private,"Vapi,Gujarat + 46 more",1k-5k Employees (India),3.9,507,16 years old
922,CenturyPly,Public,"Kolkata,West Bengal + 71 more",1k-5k Employees (India),4.0,506,36 years old
923,Tradeindia.com,Private,"Noida,Uttar Pradesh + 35 more",1k-5k Employees (India),3.4,504,26 years old
924,Musashi Auto Par...,Private,"Gurgaon/Gurugram,Haryana + 9 more",1k-5k Employees (India),3.9,504,84 years old
925,Karma Ayurveda,201-500 Employees (India),,,4.7,502,
926,Godfrey Phillips...,Public,"Delhi/NCR,New Delhi + 66 more",1k-5k Employees (India),4.3,501,89 years old
927,Secure Meters,Public,"Chandlers Ford,Eastleigh + 44 more",1k-5k Employees (India),4.1,499,35 years old
928,Bridge & Roof Co,Central Public Sector Enterprises (CPSE),"Kolkata,West Bengal + 50 more",1k-5k Employees (India),3.7,498,102 years old
929,GVPR Engineers,Public,"Hyderabad/Secunderabad,Telangana + 43 more",501-1k Employees (India),4.3,498,25 years old
930,IHS Markit,Private,London + 11 more,1k-5k Employees (India),4.1,498,63 years old
931,Aristo Pharmaceu...,Private,"Mumbai,Maharashtra + 57 more",1k-5k Employees (India),4.2,497,51 years old
932,Shriram General ...,Private,"Jaipur,Rajasthan + 120 more",10k-50k Employees (India),3.7,496,14 years old
933,Jacobs Engineeri...,Private,"Dallas,TX + 26 more",201-500 Employees (India),4.1,505,75 years old
934,Atlas Copco,Public,"Nacka Municipality,Stockholm + 44 more",1k-5k Employees (India),4.3,495,149 years old
935,Medha Servo Driv...,Private,"Hyderabad/Secunderabad,Telangana + 34 more",501-1k Employees (India),4.3,495,38 years old
936,United Breweries,Public,"Bangalore/Bengaluru,Karnataka + 67 more",1k-5k Employees (India),4.1,579,165 years old
937,MakeMyTrip,Public,"Gurgaon,Haryana + 35 more",1k-5k Employees (India),4.0,724,22 years old
938,GE Power,Public,"Schenectady,Düsseldorf + 43 more",1k-5k Employees (India),4.2,686,30 years old
939,Varroc Polymers,Private,"Aurangabad,Maharashtra + 28 more",201-500 Employees (India),3.9,491,27 years old
940,ThyssenKrupp Ind...,Private,"Pune,Maharashtra + 30 more",1k-5k Employees (India),4.1,491,75 years old
941,Sanden Vikas,Private,"Faridabad,Haryana + 17 more",1k-5k Employees (India),3.8,491,40 years old
942,OLX,Private,"Gurgaon,Haryana + 41 more",1k-5k Employees (India),4.0,490,16 years old
943,Dixon Technologi...,Public,"Noida,Uttar Pradesh + 23 more",1k-5k Employees (India),4.0,489,29 years old
944,Navayuga Enginee...,Private,"Hyderabad/Secunderabad,Telangana + 47 more",501-1k Employees (India),4.2,489,123 years old
945,Alok Industries,Public,"Mumbai,Maharashtra + 21 more",1k-5k Employees (India),4.0,489,36 years old
946,Natco Pharma,Public,"Hyderabad/Secunderabad,Telangana + 29 more",1k-5k Employees (India),4.1,489,41 years old
947,Iris Software,Private,"Edison,New Jersey + 5 more",1k-5k Employees (India),4.4,489,31 years old
948,Photon Interacti...,Private,London + 6 more,1k-5k Employees (India),4.2,489,23 years old
949,Colliers Interna...,Private,Ontario + 25 more,1k-5k Employees (India),4.1,489,27 years old
950,Eveready Industr...,Public,"Kolkata,West Bengal + 52 more",1k-5k Employees (India),4.1,489,88 years old
951,HARMAN,Public,"Stamford,Connecticut + 14 more",5k-10k Employees (India),3.9,1.5k,13 years old
952,GirnarSoft,Private,"Jaipur,Rajasthan + 37 more",1k-5k Employees (India),3.8,951,15 years old
953,Troikaa Pharmace...,Private,"Ahmedabad,Gujarat + 55 more",1k-5k Employees (India),4.0,487,39 years old
954,Sunknowledge Ser...,Private,"New York,New York + 2 more",51-200 Employees (India),4.3,485,16 years old
955,Genius Consultan...,Private,"Kolkata,West Bengal + 60 more",201-500 Employees (India),3.9,485,29 years old
956,Flash Electronic...,Private,"Pune,Maharashtra + 14 more",1k-5k Employees (India),3.6,485,33 years old
957,Sadbhav Engineer...,Public,"Ahmedabad,Gujarat + 62 more",1k-5k Employees (India),4.3,509,34 years old
958,UpGrad,Private,"San Francisco,California + 27 more",1k-5k Employees (India),3.2,489,7 years old
959,United Spirits,Public,"Bangalore/Bengaluru,Karnataka + 88 more",1k-5k Employees (India),4.1,484,25 years old
960,Chetu,Private,"Plantation,Florida + 3 more",1k-5k Employees (India),3.6,484,22 years old
961,B. G. Shirke Con...,Private,"Pune,Maharashtra + 23 more",1k-5k Employees (India),4.2,484,78 years old
962,Metropolis Healt...,Private,"Mumbai,Maharashtra + 62 more",1k-5k Employees (India),4.0,483,42 years old
963,Globiva,Private,"Gurgaon/Gurugram,Haryana + 12 more",1k-5k Employees (India),3.1,483,5 years old
964,Vedanta Aluminiu...,Private,"Jharsuguda,Odisha + 21 more",1k-5k Employees (India),4.0,483,19 years old
965,OCS Group,Private,"Mumbai,Maharashtra + 41 more",10k-50k Employees (India),3.9,483,26 years old
966,ZF Steering Gear,Public,"Pune,Maharashtra + 10 more",501-1k Employees (India),3.8,480,107 years old
967,SFO Technologies,Private,"Kochi/Cochin,Kerala + 13 more",1k-5k Employees (India),3.6,480,32 years old
968,Minda Corporatio...,Public,Gurugram + 39 more,1k-5k Employees (India),3.8,602,64 years old
969,Finolex Cables,Public,Pune + 63 more,5k-10k Employees (India),3.8,482,66 years old
970,Ageas Federal Li...,Private,"Mumbai,Maharashtra + 101 more",501-1k Employees (India),3.7,479,14 years old
971,Ahluwalia Contra...,Public,"Delhi/NCR,New Delhi + 33 more",1k-5k Employees (India),3.9,479,57 years old
972,Jain Irrigation ...,Public,"Jalgaon,Maharashtra + 69 more",1k-5k Employees (India),4.0,479,59 years old
973,Nippon Paint Ind...,Private,Osaka + 80 more,1k-5k Employees (India),4.0,478,141 years old
974,TNQ Technologies,Private,Chennai + 5 more,1k-5k Employees (India),3.6,478,24 years old
975,Quest Retail,Private,"Gurgaon/Gurugram,Haryana + 62 more",501-1k Employees (India),4.5,478,17 years old
976,Vakrangee,Public,"Mumbai,Maharashtra + 77 more",1k-5k Employees (India),3.8,478,32 years old
977,Visionary RCM In...,Private,"Chennai,Tamil Nadu + 8 more",1k-5k Employees (India),3.6,477,16 years old
978,Shadowfax Techno...,Public,"Bangalore,Karnataka + 83 more",1k-5k Employees (India),3.6,559,7 years old
979,Educomp Solution...,Public,"Gurgaon/Gurugram,Haryana + 110 more",11-50 Employees (India),3.6,476,28 years old
980,Exela Technologi...,Private,"Irving,Texas + 13 more",1k-5k Employees (India),3.6,475,11 years old
981,Kurlon,Private,"Bangalore/Bengaluru,Karnataka + 79 more",1k-5k Employees (India),4.4,475,60 years old
982,KIMS Hospital,Private,"Hyderabad/Secunderabad,Telangana + 30 more",501-1k Employees (India),4.2,475,10 years old
983,Country Holidays...,Private,"Noida,Uttar Pradesh + 18 more",501-1k Employees (India),4.6,474,6 years old
984,Diageo,Public,London + 58 more,1k-5k Employees (India),4.2,965,25 years old
985,Birla Corporatio...,Public,"Kolkata,India + 82 more",1k-5k Employees (India),4.3,797,103 years old
986,WorleyParsons,Private,"North Sydney,North Sydney + 29 more",1k-5k Employees (India),4.0,472,51 years old
987,Barclays Global ...,Private,Pune + 8 more,201-500 Employees (India),4.3,472,15 years old
988,HFCL,Public,"Delhi/NCR,New Delhi + 74 more",1k-5k Employees (India),4.2,567,35 years old
989,Sintex Industrie...,Public,"Kalol,Gujarat + 52 more",5k-10k Employees (India),4.2,471,91 years old
990,Anchor Electrica...,Private,"Mumbai,Maharashtra + 69 more",5k-10k Employees (India),4.1,471,59 years old
991,Steag Energy Ser...,Private,"Essen,Essen + 29 more",1k-5k Employees (India),4.3,471,22 years old
992,Wheelseye Techno...,Private,"Gurgaon,Haryana + 111 more",11-50 Employees (India),4.1,471,5 years old
993,Otis Elevator,Private,"Farmington,Connecticut + 48 more",1k-5k Employees (India),4.2,471,169 years old
994,Uber,Public,"San Francisco,California + 38 more",1k-5k Employees (India),4.2,537,13 years old
995,Greenko Group,Private,Hyderabad + 38 more,1k-5k Employees (India),3.9,470,18 years old
996,Royal Caribbean ...,Public,"Miami,Florida + 13 more",501-1k Employees (India),4.8,634,53 years old
997,Air India,Private,"Delhi/NCR,New Delhi + 40 more",10k-50k Employees (India),4.0,572,92 years old
998,CALIBEHR,Private,"Mumbai,Maharashtra + 76 more",1k-5k Employees (India),3.8,469,43 years old
999,Star Cement,Public,"Kolkata,West Bengal + 37 more",1k-5k Employees (India),3.9,469,21 years old
1000,Quatrro,Private,Gurgaon + 5 more,1k-5k Employees (India),3.5,469,17 years old
1001,Karur Vysya Bank,Public,"Karur,Tamil Nadu + 89 more",5k-10k Employees (India),3.7,469,106 years old
1002,Medusind Solutio...,Private,"Mumbai,Maharashtra + 7 more",1k-5k Employees (India),4.0,468,20 years old
1003,Aarvi Encon,Public,"Mumbai,Maharashtra + 60 more",1k-5k Employees (India),4.1,468,35 years old
1004,Lumen Technologi...,"Monroe,Louisiana + 10 more",92 years old,,3.9,468,1k-5k Employees (India)
1005,VMware Software,Private,"Palo Alto,California + 9 more",5k-10k Employees (India),4.4,482,24 years old
1006,HPCL-Mittal Ener...,JV,"Noida,Uttar Pradesh + 15 more",1k-5k Employees (India),4.4,466,15 years old
1007,Moser Baer,Public,"Delhi/NCR,Delhi + 14 more",1k-5k Employees (India),4.2,466,39 years old
1008,AVEVA,Private,"Cambridge,Cambridgeshire + 9 more",1k-5k Employees (India),4.3,465,55 years old
1009,Napino Auto & El...,Public,"Gurgaon/Gurugram,Haryana + 5 more",1k-5k Employees (India),4.1,464,25 years old
1010,Allianz Technolo...,Munich + 5 more,132 years old,,4.5,463,1k-5k Employees (India)
1011,Adani Group,Public,Ahmedabad + 68 more,10k-50k Employees (India),4.1,4.5k,34 years old
1012,Godrej Propertie...,Public,"Mumbai,Maharashtra + 21 more",1k-5k Employees (India),3.7,462,32 years old
1013,Better.com,"New York City,New York + 3 more",6 years old,,2.8,462,201-500 Employees (India)
1014,JTEKT,Public,Osaka + 16 more,501-1k Employees (India),4.1,935,16 years old
1015,SoftAge Informat...,Private,"Gurgaon/Gurugram,Haryana + 129 more",1k-5k Employees (India),4.2,461,28 years old
1016,Reliance Power,Public,"Navi Mumbai,Maharashtra + 27 more",1k-5k Employees (India),4.2,461,27 years old
1017,Genpact Headstro...,Private,"New Delhi,New Delhi + 14 more",1k-5k Employees (India),4.0,19.7k,24 years old
1018,Godrej Agrovet,Mumbai + 76 more,1k-5k Employees (India),,4.3,460,
1019,Godrej Agrovet,Mumbai + 76 more,1k-5k Employees (India),,4.3,460,
1020,Bluestream Softw...,Private,"New Delhi,Delhi + 8 more",,4.6,460,1k-5k Employees (India)
1021,T.v. Sundram Iye...,"Chennai,Tamil Nadu + 73 more",111 years old,,4.1,12k,1k-5k Employees (India)
1022,Accel Frontline,Private,"Chennai,Tamil Nadu + 59 more",51-200 Employees (India),3.7,459,31 years old
1023,Wheels,Public,"Chennai,Tamil Nadu + 21 more",1k-5k Employees (India),4.1,459,60 years old
1024,Orient Craft,Private,"Gurgaon/Gurugram,Haryana + 13 more",10k-50k Employees (India),4.2,459,46 years old
1025,Vedanta Resource...,Public,London + 45 more,1k-5k Employees (India),3.9,2.2k,46 years old
1026,TEKsystems,Private,"Hanover,Maryland + 8 more",1k-5k Employees (India),3.8,458,39 years old
1027,Hikal,Private,"Mumbai,Maharashtra + 13 more",1k-5k Employees (India),4.1,456,34 years old
1028,Redington,Public,"Dubai,Dubai + 46 more",1k-5k Employees (India),4.2,456,23 years old
1029,Matrimony.com,Public,"Chennai,Tamil Nadu + 33 more",1k-5k Employees (India),3.7,455,25 years old
1030,Ingram Micro,Private,"Irvine,California + 39 more",1k-5k Employees (India),3.9,501,43 years old
1031,OMICS Internatio...,Private,"Hyderabad/Secunderabad,Telangana + 4 more",51-200 Employees (India),2.7,468,15 years old
1032,DLF,Public,"Gurgaon/Gurugram,Haryana + 24 more",1k-5k Employees (India),4.1,454,76 years old
1033,Wistron,Taipei + 9 more,21 years old,,3.8,454,201-500 Employees (India)
1034,Altimetrik,Private,"Southfield,Michigan + 7 more",1k-5k Employees (India),4.1,454,10 years old
1035,Samsung Electron...,Noida + 76 more,,,4.3,453,
1036,Royal Sundaram G...,JV,"Chennai,Tamil Nadu + 78 more",1k-5k Employees (India),4.0,452,21 years old
1037,IMPACT Infotech,Private,"Pune,Maharashtra + 48 more",501-1k Employees (India),3.8,452,28 years old
1038,Dodsal Engineeri...,Conglomerate,"Dubai,Dubai + 29 more",501-1k Employees (India),4.3,452,39 years old
1039,Uttam Galva Stee...,Public,"Mumbai,Maharashtra + 17 more",1k-5k Employees (India),4.0,452,37 years old
1040,Denave,Private,"Noida,Uttar Pradesh + 49 more",501-1k Employees (India),4.0,450,23 years old
1041,Velocis Systems,Private,"Noida,Uttar Pradesh + 39 more",1k-5k Employees (India),4.1,449,27 years old
1042,Willis Towers Wa...,Private,London + 14 more,1k-5k Employees (India),4.0,634,6 years old
1043,Defence Research...,Private,"Delhi/NCR,New Delhi + 33 more",10k-50k Employees (India),4.4,508,64 years old
1044,Pernod Ricard,Private,Paris + 77 more,1k-5k Employees (India),4.0,455,47 years old
1045,Gharda Chemicals,Private,"Mumbai,Maharashtra + 34 more",1k-5k Employees (India),4.2,448,55 years old
1046,Quikr,Private,"Bangalore,Karnataka + 22 more",1k-5k Employees (India),3.8,606,14 years old
1047,L&T Power,Public,"Mumbai,Maharashtra + 73 more",1k-5k Employees (India),3.9,447,16 years old
1048,Rodic Consultant...,Private,"Delhi/NCR,Delhi + 75 more",501-1k Employees (India),4.3,447,22 years old
1049,Athena BPO,Private,"Mumbai,Maharashtra + 19 more",201-500 Employees (India),3.2,447,3 years old
1050,IFFCO,Private,"Delhi/NCR,Delhi + 60 more",1k-5k Employees (India),4.0,1.5k,55 years old
1051,General Motors,Private,"Detroit,Michigan + 27 more",5k-10k Employees (India),4.4,656,26 years old
1052,Samasta Microfin...,Public,"Bangalore,Karnataka + 140 more",1k-5k Employees (India),4.1,446,14 years old
1053,Michelin,Private,Clermont-Ferrand + 34 more,1k-5k Employees (India),4.0,446,13 years old
1054,EPAM Systems,"Newtown,Pennsylvania + 11 more",29 years old,,4.2,453,5k-10k Employees (India)
1055,Vivanta by Taj,Private,"Gurgaon/Gurugram,Haryana + 38 more",1k-5k Employees (India),4.3,445,12 years old
1056,Ugam Solution,Private,"Mumbai,Maharashtra + 9 more",1k-5k Employees (India),3.7,445,22 years old
1057,Asirvad Microfin...,Private,"Chennai,Tamil Nadu + 129 more",5k-10k Employees (India),4.0,444,15 years old
1058,Fusion Microfina...,Private,"Delhi,NCT + 124 more",5k-10k Employees (India),4.2,443,12 years old
1059,Adani Solar,Public,Ahmedabad + 26 more,1k-5k Employees (India),4.2,443,7 years old
1060,Bajaj Housing Fi...,Private,"Pune,Maharashtra + 91 more",1k-5k Employees (India),4.0,443,14 years old
1061,Aparna Construct...,Private,"Hyderabad/Secunderabad,Telangana + 22 more",1k-5k Employees (India),4.1,443,26 years old
1062,Allscripts,Private,"Chicago,Illinois + 4 more",1k-5k Employees (India),4.3,444,40 years old
1063,ICA Edu Skills,Private,"Kolkata,West Bengal + 88 more",1k-5k Employees (India),3.8,442,23 years old
1064,Xebia,Private,"Hilversum,Hilversum + 9 more",1k-5k Employees (India),4.5,442,21 years old
1065,Knorr-Bremse,Private,Munich + 16 more,201-500 Employees (India),4.2,442,9 years old
1066,ABC,Public,New York + 71 more,1k-5k Employees (Global),3.8,442,79 years old
1067,Power Grid Corpo...,Private,"Gurgaon/Gurugram,Haryana + 123 more",5k-10k Employees (India),4.5,442,33 years old
1068,United Alliance ...,Pune + 8 more,11-50 Employees (India),,4.8,442,
1069,VeeTechnologies,Private,New York + 14 more,1k-5k Employees (India),3.8,442,22 years old
1070,General Mills,Private,"Minneapolis,Minnesota + 34 more",1k-5k Employees (India),4.4,453,26 years old
1071,GEP Worldwide,Private,"Clark,New Jersey + 3 more",1k-5k Employees (India),3.9,441,23 years old
1072,Google,Private,"Mountain View,California + 47 more",10k-50k Employees (India),4.3,678,24 years old
1073,Page Industries,Public,"Bangalore/Bengaluru,Karnataka + 51 more",10k-50k Employees (India),4.5,440,28 years old
1074,Future Lifestyle...,Public,"Mumbai,Maharashtra + 55 more",5k-10k Employees (India),4.2,440,10 years old
1075,Sl Lumax,Public,"Sriperumbudur,Tamil Nadu + 11 more",1k-5k Employees (India),3.4,439,25 years old
1076,Medplus(optival ...,Private,Hyderabad + 43 more,501-1k Employees (India),3.7,439,16 years old
1077,Ihg Group,Private,"Gurgaon/Gurugram,Haryana + 33 more",1k-5k Employees (India),4.2,885,19 years old
1078,Tanishq,Private,"Bangalore/Bengaluru,Karnataka + 110 more",1 Lakh+ Employees (India),4.2,438,28 years old
1079,Amtek Auto,Public,"Delhi/NCR,New Delhi + 33 more",1k-5k Employees (India),3.9,437,37 years old
1080,Rallis India,Public,"Mumbai,Maharashtra + 64 more",1k-5k Employees (India),4.4,437,74 years old
1081,Kutumbh Care,Private,"Noida,Uttar Pradesh + 113 more",5k-10k Employees (India),4.0,436,15 years old
1082,Kalpataru Group,Private,"Mumbai,Maharashtra + 40 more",1k-5k Employees (India),3.7,436,53 years old
1083,Aditya Birla Hea...,Private,Mumbai + 96 more,1k-5k Employees (India),4.0,435,7 years old
1084,Omaxe,Public,"Delhi/NCR,New Delhi + 18 more",1k-5k Employees (India),4.0,434,33 years old
1085,Jaya Hind Indust...,Public,"Pune,Maharashtra + 14 more",1k-5k Employees (India),3.7,434,75 years old
